96764,38309,54417
97487,6561,93250
89279,89780,66567
17406,4222,73159
60238,6721,87997
97010,56448,93378
75020,62179,16789
29131,43402,41107
42478,67362,11125
72672,45333,96576
10182,30221,16033
6106,76516,46266
16446,20967,76383
6421,27258,54698
81133,70666,75092
44998,90,47179
58907,50312,21977
95669,9376,60149
166,19340,89603
66759,35717,70717
74606,40400,68903
33186,988,69371
27564,91349,29165
64395,6508,96332
6773,75039,62312
1737,13720,34410
12641,59805,33357
93211,77852,51022
58601,51762,8605
81978,61462,70234
8820,42257,35475
75197,5263,9980
46145,71604,88660
44481,78912,71284
76405,92705,68583
14570,32065,60873
91098,64033,45053
94778,37196,6944
86540,58850,8570
4681,41028,76570
47938,57088,81846
71643,53808,12014
42170,41853,34014
94730,99059,75096
16409,78597,68668
31663,83815,82617
27247,28296,8695
98930,60257,60685
82510,4946,75034
42140,18844,51828
29386,50713,37527
90114,56806,6064
40953,61204,49998
14703,81076,62535
78820,59868,95933
66968,11155,84480
3887,21083,9236
44975,69726,60876
37519,55330,63486
10198,27847,7408
86062,80963,54582
41498,27667,83781
16286,53427,99818
12571,55517,98074
59149,61678,67486
77963,44012,13990
8676,66758,21030
43910,64422,95877
88564,70414,30011
45703,84228,78776
2443,6557,72184
81136,33049,66909
47959,77490,6951
13464,50093,1838
60602,88603,42141
30275,28772,2002
59733,96328,96962
74544,66709,6633
83219,51411,44276
242,57146,37404
36954,15978,35686
19431,89385,62959
50588,69169,46278
63906,26558,92017
22612,13448,20704
67920,28197,64074
71275,34714,96708
90666,68882,97408
97930,55997,67579
17076,28310,89920
81688,83524,80592
35029,91303,7084
91584,2722,93473
60047,87776,22377
64488,48548,72859
69686,33080,25001
87240,90197,35193
41309,76675,23474
22932,58475,21433
9668,17041,41315
36319,71920,21610
82973,69759,8371
98366,85738,22618
60316,26832,18114
16773,7422,45790
26839,63617,56142
84798,92977,83896
58462,95062,27539
84740,19607,83990
31407,5783,16005
43272,31567,54123
58986,46736,18265
84136,61521,30785
71462,71049,21014
70271,87949,31543
42302,28744,18896
66743,33485,10507
50399,25811,291
28512,13469,96260
99736,46343,84338
31348,43927,63150
28530,87821,42834
10136,82751,8233
59513,77816,45531
81630,11045,20791
31310,21984,67669
5935,12065,34103
85577,9959,36940
87364,5180,1031
52951,85368,76602
88962,766,28169
52846,20341,88618
88030,54178,64293
47318,11541,35922
55597,90510,73384
37022,72946,80236
20187,95293,58851
69341,87633,53917
75318,33573,58763
64769,16753,48800
65135,99,13066
27390,51718,92681
85399,24632,18279
34083,12036,16522
79075,14453,9679
47031,14349,99190
86288,42133,13889
16864,15991,92887
78552,8399,78219
57183,70537,34472
85258,13676,9376
1183,51930,98914
46552,83957,84387
54618,17528,66644
42230,24191,42319
73122,58590,41267
2947,28502,50058
6782,72818,17872
64482,20750,65702
4416,66595,19646
43420,62689,54387
26662,6094,84618
2973,89789,47849
27969,6008,8948
6844,22998,244
18471,60541,1011
28410,33127,6004
97515,95158,5321
37932,46576,65229
6786,63042,76276
21277,1351,13615
37607,59070,35552
92568,20542,32105
42915,70845,97038
37247,45587,90205
66660,43177,86332
2516,97592,28352
35134,3403,55137
3380,71171,23542
88034,21563,33782
6278,16963,22347
89176,83463,1561
36178,54842,22081
84857,344,25300
38153,54835,77542
23575,99452,70191
29851,67519,78633
64647,17376,52021
89382,35170,63903
52921,82334,93226
51415,9793,88625
94205,75273,28934
47495,82988,55380
9420,12282,98461
62691,60664,94976
56789,81458,84703
33377,93188,95568
7967,73392,40748
11803,91022,80476
88713,27059,29159
83277,13246,13001
97663,15729,52892
46796,42237,43873
95956,16027,73959
25199,15300,89280
89001,62214,80570
79883,93400,40954
71608,61639,2655
28295,28325,83953
92870,80087,90369
5355,75259,52417
88571,34027,27771
29705,53807,60585
57856,81223,57266
60042,58020,28884
9241,58790,3099
77455,36650,29739
84817,98711,68418
29670,77927,25121
63312,1798,33498
49710,68294,71775
32125,26572,43424
94405,43957,52339
98689,2666,7497
90866,71134,50828
86849,90706,9789
74115,11995,73859
8947,42204,71120
32243,35575,10619
63262,19601,77369
59624,46436,36788
8069,5334,26885
69910,35191,12486
32676,97415,91629
86604,36053,54427
31455,68197,27885
52279,36618,50316
81407,46939,75537
39458,55977,31860
37328,38618,2487
75474,2680,49720
15926,9214,80397
33905,95533,3421
8934,84810,85332
2190,86789,28465
76303,56843,91641
69307,12966,36030
82941,24821,1107
59220,59459,89936
7260,12385,84854
19561,54458,48946
69333,25073,90721
46471,42641,24310
57537,97274,6976
29372,43831,28002
72449,81525,38057
14762,52042,65620
6238,33413,97698
39903,29237,32802
59582,72105,37941
67083,32224,64454
33188,73520,45279
3083,68611,37418
64170,69677,92385
76079,83566,82398
79330,80034,41384
80769,61765,30326
14935,65875,67772
24761,16582,47419
63601,79800,11563
16749,45194,65743
83689,57535,37423
95241,68863,60289
1623,34703,25552
24064,68097,87017
74619,98648,54192
96200,97570,47130
86573,20352,57103
35070,62880,80774
91881,85815,89893
20695,28873,77770
57703,46884,62303
9159,19680,8311
23938,68121,71948
15833,41563,34339
71680,80884,72537
5222,17140,55183
49216,1513,82835
70898,69988,19473
67136,95660,71165
79396,56885,40545
73910,81515,41165
54116,89863,43444
44730,41102,7558
19658,88566,875
58033,19344,91546
56007,56104,58887
81620,53612,38126
38572,99071,67228
17417,87633,17096
1901,74782,9861
28560,33119,9187
4608,12010,66633
28194,70689,87544
42571,40244,97398
54564,76797,72510
46307,1873,15066
25467,56926,37363
2378,55384,10267
73390,49152,60911
37422,56726,16669
22201,10106,63212
82900,78591,30293
94555,20681,19041
68834,32062,55164
78460,28763,54530
98924,84790,92187
51489,45150,92087
93378,69165,59357
41775,2575,19076
29535,69882,57163
30294,69491,34989
68734,33315,74878
44199,61512,4011
41133,71397,11909
2393,16460,76234
35102,76337,39325
48565,74374,17473
64783,77668,84141
21530,16315,11623
95557,24269,66402
63901,21682,26186
89395,2890,369
43289,91645,38003
10328,43,86633
82657,97791,25981
84846,20272,56537
5292,30284,41908
46894,23907,66259
32102,74024,40163
14162,98167,72097
91187,19117,14863
28854,19736,58231
64199,99890,36604
30122,14579,89413
7137,91397,5942
45133,91104,77159
91406,30759,61678
21771,60853,96660
58861,74140,19301
84698,87011,2581
70735,39142,75632
89614,25659,84508
81963,91509,94171
919,6836,53156
83416,26314,19517
31339,2831,36071
79583,51514,8710
57948,5250,50650
33213,33002,57867
95138,36134,10488
95549,94721,60814
91547,38130,4922
40550,7681,88075
48813,87189,25944
63672,28861,49522
24138,32158,8720
82109,31967,30648
48851,43668,14414
45236,86765,2744
3104,85852,78894
15334,19744,92852
97057,87795,31429
99914,94868,24600
16111,98069,10364
1745,2898,32128
6560,26271,88910
81722,95829,55181
91019,40059,97631
30976,76186,62531
22595,61962,47049
86226,1821,63359
51800,73640,97788
73081,65713,13393
90384,15972,79514
32822,49677,72049
2166,77564,21285
748,94243,72675
34854,34534,46219
49680,39731,15148
83212,50837,1690
44998,45781,72635
2225,38970,72672
97462,47854,19756
5889,67893,65842
17389,86840,60038
68375,33287,2325
8990,57264,65957
34911,74067,2567
82616,39546,18082
11941,54100,99250
22233,53034,53154
51473,96032,52771
68113,68682,90688
66582,59827,92344
31408,25840,50208
17989,76659,766
67874,15223,53823
23101,76860,51161
76858,89033,16857
99496,81211,81349
98824,29667,75978
45423,71992,93222
29256,61945,9951
96075,47912,60623
24749,71984,1335
24671,67416,1645
82776,68957,83765
33312,90697,3562
77626,92993,36982
58048,65606,45703
66092,74074,53072
12662,68174,29330
99279,24088,35146
34073,88473,12652
88885,12621,65567
30685,78347,11433
48549,2473,67815
73150,67027,26718
77785,75741,78985
21448,37585,82486
83463,74635,45146
39968,27425,95618
92241,64887,17087
81740,58503,34568
8893,783,88584
74470,43677,38045
13685,47665,81980
12777,89971,58181
46655,98925,28530
86630,44490,90651
30266,24972,80732
23762,68221,61440
78479,4092,65499
57020,93639,45997
43656,23289,70572
95684,91064,56624
3897,1197,58212
55637,69018,3846
94956,74043,13542
13981,28703,68129
90256,10631,50839
41394,81328,72154
47482,75129,54645
20143,28674,45548
94098,96929,84348
50132,13529,17881
15187,9094,51873
51811,49295,34864
27950,9127,91618
12511,25663,19559
50137,47652,73114
85348,12027,83043
56077,16544,82632
79459,72074,21610
61791,96146,35526
6929,84996,87962
7130,65078,53082
83907,57126,25247
73530,149,18114
35017,31669,21528
19398,15310,51597
12146,72956,17988
27797,67716,47409
45787,50293,31305
87846,8524,82752
67762,28234,68382
15876,40084,81818
15135,22294,89089
61417,43226,6413
73833,73747,24291
28322,48260,93620
67900,98057,95320
68478,90883,80934
5672,40664,11469
30022,17698,33246
2673,4456,49604
99922,72968,36500
74553,35534,48380
53072,64812,21352
54951,23711,60823
99172,4301,14398
82526,36381,67067
50685,71530,36759
42721,92561,38478
40473,52034,63533
46677,33353,56928
56369,23526,87394
56972,14701,90114
88940,92195,2623
97442,81047,56734
71033,67756,75300
69931,89865,50626
44153,72698,77518
6280,26664,93009
43612,40748,2219
20422,97118,7277
62964,24344,20558
1796,45850,62621
91416,63796,39504
37866,46308,21465
24882,40147,41604
16312,27474,51337
8848,9554,83670
2914,34861,13391
56074,63805,98261
34765,68575,65220
57271,48654,88850
37014,32163,90258
25753,65427,41181
30129,64383,79689
95806,59311,60322
18685,12240,661
4629,16427,56078
91612,46335,13177
69367,68792,82953
48715,79307,68003
61126,15342,9518
28357,48333,44697
94329,26890,67282
17551,78313,42017
49069,80833,82941
87527,39053,19790
58129,62807,49405
45203,16409,90840
30960,230,79154
45505,3536,77054
18207,50449,79740
14192,63214,57599
45738,62357,57179
58816,63248,3380
34623,38109,10088
58857,34309,2213
69550,1896,16413
12169,51228,4555
94128,65723,17996
4512,37878,20855
73330,40921,81448
82955,48512,95898
82599,13743,16260
34248,33919,27970
42637,79947,15161
76566,96471,18878
47181,31784,39899
8941,85077,83988
76847,92034,48605
81304,91346,88639
69776,25841,44442
61514,68125,24663
48424,27189,85027
54055,8044,84750
209,63638,19819
3324,60797,37124
88465,40563,9688
61260,41537,52462
53311,89058,63673
43377,46018,30618
96161,8052,39930
60629,48095,43776
95461,99575,86108
89944,22499,42097
30927,58954,18739
65270,12677,1569
46925,28705,71731
41977,92926,62185
37751,83339,32013
42855,53314,29705
649,68048,8293
70987,88938,90210
21646,5814,87090
62922,5049,24421
4297,50896,500
77578,35896,38608
36412,25204,54217
71488,54510,92885
98726,27827,35965
88933,14874,28711
88534,17409,50073
85641,37939,2518
35512,81504,13456
50984,28825,9199
98688,75793,44206
14597,79002,86893
71218,26098,4258
91905,63602,3740
72684,8121,35921
16569,54180,51546
70602,71376,60118
39923,32399,76324
42409,633,45057
77931,13425,42695
27033,17498,44563
41614,76209,72866
33007,59827,80025
73499,15587,32719
71041,75131,53521
31542,18213,91706
74465,6975,46159
88386,20586,80616
56759,33139,12811
69679,48456,75929
55594,96343,68111
12959,89111,99234
91110,20942,89331
59756,42508,37063
32071,40318,33062
31820,23546,61243
59517,31324,19913
86962,11503,23615
97194,57541,10028
53579,14906,78328
23061,51534,83025
82652,60021,45342
5840,66836,76101
40235,35285,89257
80093,67260,29372
23132,98467,73552
814,86365,42923
73904,19013,29091
99375,92206,20858
11291,70457,77200
7336,27745,80096
84204,82827,46888
82915,22560,67
93247,10076,97693
38357,72023,50292
42064,86911,68881
85203,66666,64284
50941,23662,55040
53267,96573,63189
16172,6546,25477
28415,57939,9430
27514,27339,5605
13476,72996,34423
82621,59475,60208
64504,76149,34648
32501,79201,5019
90666,99647,55563
91598,34130,81498
9270,54551,76067
69288,67539,544
42907,67057,22220
8819,47993,36125
55866,37391,57730
17968,28392,27608
69135,47936,70199
96601,86628,90080
35292,57971,62391
14363,19337,98029
58860,38932,78632
22788,82574,38274
19310,96154,74899
797,37359,32097
8887,92932,17748
58530,47251,57223
87740,76551,17380
90506,5187,56245
58279,73944,94276
52398,14453,32053
94820,49445,41831
86390,1379,34549
8457,45987,80469
13960,69911,44955
51091,75529,52436
8247,24290,53498
542,44043,66239
74794,2689,29922
53648,61301,68135
32744,6192,42481
12655,3504,1474
19332,88813,52194
74423,71901,54509
10152,38797,19253
72462,31004,13606
15170,57952,40001
39256,16034,11760
24130,95732,51824
61467,76424,16712
81983,91990,81656
22508,61797,38610
72626,34972,82876
88489,39031,47951
73167,43503,28082
87140,51746,24350
8227,27737,74441
87872,46291,42314
85317,13111,72833
15102,2317,21833
30431,92992,23262
90166,41132,26697
87839,8892,78900
95889,67659,89961
84641,56457,1319
71352,30177,70396
49848,60883,17658
87862,74257,14064
50949,50525,50033
51585,18924,85096
57525,41856,39705
23993,79551,89876
2256,39210,4800
10178,4843,24495
81008,33550,7302
28326,89760,33710
97201,21678,74799
29117,88186,76960
68113,48893,73979
61364,37877,71434
13630,84320,65431
85086,15308,36466
25703,56516,67680
73076,73819,19929
72240,6240,38973
55093,21538,77266
97508,90472,50935
12034,77138,92633
63010,57645,88678
91025,36704,73691
18386,62925,10024
45341,18894,66771
75408,94000,86363
64468,77000,57841
78331,36939,98881
79109,10637,40375
73242,9574,85392
2438,91769,66423
52928,76649,81487
84550,57468,76933
80181,38253,60517
21244,61899,91602
88713,76772,9362
74550,90780,52551
93669,88256,20247
71400,85654,44128
42826,34762,66744
6766,50031,56002
86876,4025,1475
92060,28214,45345
54934,38201,85876
27925,39703,59126
95590,26652,18800
76857,51947,26669
23854,608,30981
12552,32539,84303
76530,22224,62340
15794,33202,80492
41533,49046,19641
71535,74178,72297
76956,93519,71644
85291,98930,64894
79957,25910,36434
50714,86649,18080
59409,29810,59741
338,79679,87760
17174,68392,68601
55831,79909,20114
9586,8387,53999
11272,79253,18393
64119,12757,57564
66579,17096,41843
89725,20441,72300
22133,6732,86748
95798,99011,10790
89478,56021,3964
32890,4463,5265
64744,16795,64629
78565,6551,3622
33847,19672,77974
19059,83400,23712
75072,68501,19475
23589,76531,49776
31079,68474,56140
6713,10302,69506
7903,85896,47018
61957,20850,72318
1142,41753,30226
74144,91554,35003
69158,91925,23204
4829,58596,40700
64893,63441,26196
